ID,price_doc
100526,5301716.71877873
100527,8100399.751215335
100528,10093678.71932217
100529,5106267.377741537
100530,5805600.997839003
100531,5698611.981251294
100532,5643841.703465533
100533,6197105.499845497
100534,5041010.917830962
100535,5591618.542914995
100536,6264673.565970652
100537,4593794.356651143
100538,11741043.627859995
100539,5759295.550455134
100540,6117593.4802612
100541,5989341.291556142
100542,4262856.261454199
100543,4287233.71894483
100544,5328857.780613835
100545,4309882.488691132
100546,12318543.154374925
100547,7290816.203150265
100548,5440084.254590505
100549,5464215.758573477
100550,5480202.690704991
100551,4899151.12737545
100552,3922973.3979326426
100553,5168647.628674891
100554,4904882.654343448
100555,6453334.691781996
100556,5035104.008163012
100557,4453697.62623689
100558,12744635.306589896
100559,4111329.3603472686
100560,4355503.38937109
100561,5074041.644336195
100562,4829751.098076158
100563,6180656.917821852
100564,5651783.548684403
100565,4881805.35613173
100566,5408285.493176775
100567,5623789.805459972
100568,8883052.343246404
100569,5225201.372775466
100570,4948957.9410019545
100571,6827007.046715345
100572,5027345.423995734
100573,5547780.042106919
100574,5247900.653545681
100575,4965709.208750742
100576,6657266.796876998
100577,5649300.646172074
100578,5612224.139835187
100579,6259896.553810624
100580,5550420.973982107
100581,5964747.477572595
100582,6822351.7156408
100583,5335042.972338615
100584,5046172.227316103
100585,4584477.391464864
100586,6313579.949511229
100587,7305627.891684938
100588,6194300.023929611
100589,6730784.191166599
100590,4011118.0095402785
100591,7128029.256371417
100592,5133506.131763481
100593,12784190.563167695
100594,5505720.73918607
100595,4901289.889396452
100596,6025419.587288925
100597,5538561.459324528
100598,7590069.701104602
100599,11589654.71222728
100600,4678152.843089063
100601,7276871.672952003
100602,5457957.648359026
100603,7329418.117195805
100604,5057628.36322882
100605,4891259.566350597
100606,10174855.452983603
100607,5629253.674788321
100608,5433041.703671101
100609,3961127.1320335427
100610,7839165.640523997
100611,6230237.064707797
100612,5225201.372775466
100613,5401479.466283329
100614,6130441.472112002
100615,6394561.188949551
100616,5890501.33702576
100617,13027259.888664672
100618,5846345.210408674
100619,4719787.271225201
100620,6489001.184126025
100621,4016241.8509659944
100622,6951961.1883786265
100623,10311674.218580276
100624,7186463.364461506
100625,6386960.008031965
100626,13171599.291037992
100627,10180501.79089021
100628,4881805.35613173
100629,5129133.126600102
100630,5221769.269984439
100631,11410333.346784001
100632,3755999.645985201
100633,5137239.843552578
100634,2641888.646206399
100635,3000905.180469733
100636,5650678.92456119
100637,11709511.670528058
100638,5698611.981251294
100639,3588472.1143591236
100640,4309882.488691132
100641,7549688.029605397
100642,4379792.570532952
100643,4880110.621785817
100644,3321397.7774348003
100645,11262914.299068216
100646,4750366.607572498
100647,5310011.685280997
100648,4743570.580099333
100649,5025958.941769416
100650,4917327.492794403
100651,3035235.2522688666
100652,5035104.008163012
100653,4893672.750334188
100654,7774984.586776596
100655,6034953.529271842
100656,5006512.5892449515
100657,4624226.499365462
100658,4881805.35613173
100659,5742668.731173215
100660,5538561.459324528
100661,6514973.202235992
100662,4965709.208750742
100663,3148394.9357713456
100664,5400464.2477798015
100665,6034953.529271842
100666,13757434.508763975
100667,5155216.167858832
100668,8982715.25502161
100669,5550420.973982107
100670,5635882.514548894
100671,6009586.56706012
100672,7061140.49884469
100673,9371157.370695068
100674,5221769.269984439
100675,5627636.195984589
100676,5976797.205597024
100677,4814635.00409182
100678,3690864.7290020133
100679,4814635.00409182
100680,5538561.459324528
100681,5897465.407396501
100682,29435051.83437402
100683,5332528.160722076
100684,5536209.348743971
100685,5650678.92456119
100686,5389057.673434902
100687,6009586.56706012
100688,5349768.137886387
100689,6075841.701891466
100690,6009586.56706012
100691,7844756.365200323
100692,4662873.222890668
100693,6611521.052745659
100694,4880110.621785817
100695,5350068.241694848
100696,5734407.157977425
100697,5283327.001003222
100698,6034953.529271842
100699,5923177.896226556
100700,5416283.839370893
100701,5642734.954881679
100702,12020147.457955007
100703,6456113.761964201
100704,7181016.420279802
100705,5007638.4882
100706,6451264.051060788
100707,7314412.811840995
100708,6240944.574152732
100709,4060235.3172185393
100710,7792464.792380668
100711,5025958.941769416
100712,10231270.366335595
100713,7374342.984099663
100714,5036821.046081911
100715,5416061.588608681
100716,5369391.148973397
100717,5281117.240537999
100718,6376767.192703
100719,3316329.2661722885
100720,5006512.5892449515
100721,5273468.292916847
100722,5376526.5661437465
100723,4016241.8509659944
100724,5550420.973982107
100725,5550420.973982107
100726,5773143.651777753
100727,4678152.843089063
100728,4685819.884089936
100729,5877236.265517028
100730,5025958.941769416
100731,6759812.847317406
100732,3194283.181643946
100733,5584468.058794382
100734,5538561.459324528
100735,5204642.870449314
100736,1609554.9150744006
100737,5507611.269958529
100738,8997150.789935952
100739,3930792.514195334
100740,5172637.615565592
100741,3950845.814621152
100742,5879279.423992066
100743,5106267.377741537
100744,5739688.485089599
100745,12154015.169339513
100746,6512165.788890034
100747,5349768.137886387
100748,5625040.8640036555
100749,8214286.714616006
100750,6485952.412507339
100751,4532886.57070666
100752,5745278.723801334
100753,5006512.5892449515
100754,5175543.380344863
100755,4903236.267030862
100756,2756441.1774758007
100757,4899716.7236522
100758,2648510.3499758
100759,25017428.147083964
100760,6097118.206665534
100761,3622983.6301996
100762,4748133.705953798
100763,5057628.36322882
100764,9237385.260403996
100765,4652658.4745499445
100766,5558895.540215277
100767,5494432.564238205
100768,3835266.1756538027
100769,5701875.642709518
100770,4491219.066556348
100771,5501216.404800049
100772,6050885.607881402
100773,6230927.682782001
100774,5137239.843552578
100775,4883751.527111238
100776,9816146.622710258
100777,5414310.690602999
100778,5416061.588608681
100779,4478362.9703017995
100780,4958534.24268523
100781,4903236.267030862
100782,5225201.372775466
100783,6416579.645613474
100784,4611915.073705739
100785,7608020.701290597
100786,4484297.973893323
100787,7261953.609588065
100788,7680277.628320003
100789,6747697.959782129
100790,19219332.066732015
100791,6242859.130336671
100792,5074571.538290543
100793,5391372.111282848
100794,7157897.585055127
100795,7960307.317317997
100796,5006512.5892449515
100797,6652510.990927641
100798,5580808.468093114
100799,11905050.235427998
100800,6365224.919543993
100801,8839038.059292667
100802,6784667.721063649
100803,5118255.274688992
100804,10334040.95225332
100805,12626431.913476791
100806,14153690.520822806
100807,5942626.418047081
100808,8960413.726496002
100809,9039601.926081201
100810,11231329.779677358
100811,5314036.275145617
100812,3344372.009330001
100813,10199598.255032651
100814,4971589.507058502
100815,4971589.507058502
100816,5025958.941769416
100817,4560303.360034499
100818,5118255.274688992
100819,5568988.876575036
100820,3241512.611362322
100821,4487634.910160379
100822,6932624.752576413
100823,6278786.4846258005
100824,4323288.713269121
100825,7798821.949726007
100826,5247900.653545681
100827,5538561.459324528
100828,8063383.078118624
100829,5328362.767694396
100830,5145408.255031662
100831,16627115.517928595
100832,4310383.827513433
100833,5863891.706402
100834,5349768.137886387
100835,2818269.0051838635
100836,3950845.814621152
100837,17415209.29736774
100838,11033284.605942
100839,5617926.316800721
100840,5416283.839370893
100841,5464215.758573477
100842,6048377.255820396
100843,9325959.478956062
100844,5619076.264286745
100845,3938679.388035202
100846,8272711.099570807
100847,9262351.776127659
100848,6104222.515477602
100849,5247900.653545681
100850,5118255.274688992
100851,7136723.454717792
100852,4410788.851877043
100853,4881805.35613173
100854,7291538.245729809
100855,5629253.674788321
100856,5433041.703671101
100857,4329262.113924413
100858,5376526.5661437465
100859,6086201.5589854
100860,5036821.046081911
100861,5221769.269984439
100862,6119271.371405998
100863,3484346.098647004
100864,7168616.411932001
100865,5193699.8628285965
100866,5730620.308085732
100867,6144843.097587996
100868,1824223.668227466
100869,5749425.132471994
100870,8633473.601433497
100871,5221769.269984439
100872,2658976.3549003997
100873,4647183.959206025
100874,5123672.240560459
100875,4624043.88738703
100876,5621163.944637261
100877,6542469.243154731
100878,5621423.891380812
100879,5118255.274688992
100880,5942626.418047081
100881,5247900.653545681
100882,5642734.954881679
100883,5756775.594304499
100884,5118255.274688992
100885,5057987.806530005
100886,5539919.0199128045
100887,6138845.642421063
100888,6344008.941698997
100889,10957585.199205328
100890,5928970.632829891
100891,5036821.046081911
100892,7261953.609588065
100893,5905818.928394601
100894,5350455.934398148
100895,7914880.306769655
100896,5558895.540215277
100897,5006512.5892449515
100898,11490498.326986706
100899,6919399.420559807
100900,5029835.262906736
100901,4881805.35613173
100902,7394972.890635335
100903,8821256.433547176
100904,4805390.990085334
100905,6384964.453694977
100906,6874855.918433399
100907,2339672.599671997
100908,3736699.7843179996
100909,4883751.527111238
100910,7198128.967694003
100911,5182068.381570663
100912,5744752.932034236
100913,5057628.36322882
100914,5642734.954881679
100915,5900676.785345546
100916,4968467.744128735
100917,9816146.622710258
100918,5118255.274688992
100919,5635882.514548894
100920,6813538.2407672815
100921,8764184.643563999
100922,5349768.137886387
100923,6771937.164017667
100924,5162314.8973977165
100925,5779238.389352413
100926,7786241.707396179
100927,5006512.5892449515
100928,5946129.843740669
100929,4814635.00409182
100930,6827007.046715345
100931,4836764.572324655
100932,5886904.735583947
100933,6489119.13155232
100934,8299540.792757004
100935,6571339.113671275
100936,6199930.165422603
100937,5836066.092327985
100938,5759295.550455134
100939,11713191.698762001
100940,6263765.249138497
100941,7826833.675670324
100942,5118255.274688992
100943,5262735.131087101
100944,12961769.0978388
100945,4702381.10184331
100946,5145408.255031662
100947,7682671.031279169
100948,5568988.876575036
100949,5464215.758573477
100950,14862367.606922384
100951,7739485.9434619965
100952,6704626.6286115665
100953,5106267.377741537
100954,5716860.116395332
100955,4903236.267030862
100956,5635882.514548894
100957,5006512.5892449515
100958,5349768.137886387
100959,5090122.276177399
100960,9103433.164549408
100961,4903236.267030862
100962,7979905.340718667
100963,5376526.5661437465
100964,5612224.139835187
100965,5652062.9332547365
100966,5478286.994815991
100967,4948957.9410019545
100968,5133506.131763481
100969,5653078.546451859
100970,5734407.157977425
100971,5742668.731173215
100972,5942626.418047081
100973,5466187.757674408
100974,4972431.985634389
100975,5501216.404800049
100976,6474596.808306003
100977,5649300.646172074
100978,3922973.3979326426
100979,5225201.372775466
100980,5580788.648064279
100981,6405962.499765004
100982,8255440.336423666
100983,5650678.92456119
100984,5046172.227316103
100985,5649300.646172074
100986,5466187.757674408
100987,5106267.377741537
100988,3928609.986083817
100989,6224759.408204259
100990,5781299.512745253
100991,5457957.648359026
100992,5734407.157977425
100993,8032911.031301996
100994,5049270.362987987
100995,7540946.38618154
100996,4000984.492518998
100997,6611521.052745659
100998,3622225.9063436356
100999,8858598.397834003
101000,6634423.873849986
101001,4858811.538607998
101002,5600612.898926212
101003,4968467.744128735
101004,5600612.898926212
101005,5041010.917830962
101006,6521086.079482921
101007,4575807.089239804
101008,4611915.073705739
101009,8052283.4535912
101010,5478286.994815991
101011,5627636.195984589
101012,5779238.389352413
101013,6633861.100117255
101014,5047390.700079733
101015,8913804.371623589
101016,5505536.925179333
101017,10194370.145919565
101018,6860686.179920798
101019,4702381.10184331
101020,4521559.555100504
101021,6966377.345208001
101022,13675549.511788866
101023,7889017.718008503
101024,5042238.066578007
101025,6426741.490176007
101026,5643841.703465533
101027,6897171.944952203
101028,4756953.672509546
101029,5416061.588608681
101030,6917390.510956003
101031,8655919.722498339
101032,6931420.38301266
101033,2046135.9314082677
101034,9006147.660806
101035,5274911.446643219
101036,6827007.046715345
101037,5650678.92456119
101038,4351027.709680002
101039,15190258.551222483
101040,5698242.985195201
101041,4948957.9410019545
101042,5700293.800393517
101043,5623789.805459972
101044,9812752.08906582
101045,8910622.308483455
101046,5734407.157977425
101047,5580788.648064279
101048,7918819.922420011
101049,8449436.25066196
101050,9202839.440739295
101051,5547780.042106919
101052,5002853.095901068
101053,5506756.551047198
101054,6552326.211751733
101055,7790766.056998755
101056,6211559.221224398
101057,6649221.691735305
101058,5306258.1653821
101059,5612224.139835187
101060,11200815.885835992
101061,5344927.194286601
101062,6345825.147035413
101063,5328857.780613835
101064,5903048.0919976
101065,2383500.533478001
101066,12329762.298562631
101067,8963902.88630867
101068,7557879.726025797
101069,5751005.922068956
101070,9017618.149158003
101071,10346555.165883994
101072,5468203.505966334
101073,5548279.588268134
101074,11077124.574893603
101075,9579757.188940791
101076,4805390.990085334
101077,2895902.664322514
101078,5480202.690704991
101079,3415070.921434002
101080,5627636.195984589
101081,5328857.780613835
101082,5027345.423995734
101083,5928970.632829891
101084,7512419.819332005
101085,8556477.503160333
101086,15307582.482137987
101087,7674738.05930957
101088,5106743.286933597
101089,5340281.558050962
101090,4150695.90463074
101091,8919061.3767642
101092,4462602.0225142
101093,5591170.23429244
101094,1986577.8239599974
101095,7672731.896238142
101096,5546430.881603051
101097,6858065.3936237525
101098,8012671.550586139
101099,5579673.680698641
101100,5852978.77514699
101101,5335042.972338615
101102,7387516.617579398
101103,17128971.55348398
101104,2358581.7816368
101105,5752519.311342
101106,5635882.514548894
101107,6005571.571915504
101108,5408285.493176775
101109,6394553.163739062
101110,7987129.971516658
101111,5653078.546451859
101112,5896255.079794613
101113,5580808.468093114
101114,5714519.910838
101115,5651864.389418865
101116,5568988.876575036
101117,11945269.960585343
101118,3241696.1978978002
101119,7596368.725169799
101120,10535538.951989332
101121,5954218.480056005
101122,5466187.757674408
101123,6463218.857690665
101124,5942626.418047081
101125,4332945.598392022
101126,7238985.406165498
101127,5653078.546451859
101128,5466187.757674408
101129,4055577.8963223123
101130,5838678.631220006
101131,12966280.612624027
101132,6215010.749020132
101133,14316624.954026004
101134,5585243.931513478
101135,3622599.113904198
101136,5044083.424453273
101137,12743366.720635943
101138,5106267.377741537
101139,5942626.418047081
101140,2971908.5822949726
101141,5734407.157977425
101142,4662873.222890668
101143,7191260.737620867
101144,5218109.324693668
101145,2584581.8427093336
101146,8651410.720909208
101147,12743366.720635943
101148,5635882.514548894
101149,6297352.636661524
101150,5627636.195984589
101151,6633861.100117255
101152,5533910.772103196
101153,5184483.612925228
101154,5408285.493176775
101155,6703718.04407333
101156,10667741.654501999
101157,11482301.574946003
101158,5721626.98373818
101159,1739617.4686956664
101160,5395687.261293586
101161,6589115.809092149
101162,5580788.648064279
101163,5536209.348743971
101164,7825479.1424017735
101165,5408285.493176775
101166,8046481.372742197
101167,6648804.526024397
101168,5627636.195984589
101169,5281746.828839599
101170,5447501.685230654
101171,5121476.492822543
101172,5548279.588268134
101173,5734407.157977425
101174,6147555.485655411
101175,5627636.195984589
101176,10385748.074158804
101177,4752818.567683745
101178,4109157.70319793
101179,5551822.806827655
101180,8970065.54293367
101181,5547780.042106919
101182,7720132.250261997
101183,8713017.54274401
101184,6130299.088327528
101185,4309018.228316682
101186,5627636.195984589
101187,5408285.493176775
101188,5431429.052453058
101189,5900676.785345546
101190,7674511.403376999
101191,6463478.579957606
101192,5400464.2477798015
101193,5580788.648064279
101194,7987129.971516658
101195,5917987.2344884705
101196,4116598.1621305933
101197,6070128.516847528
101198,5591170.23429244
101199,5580788.648064279
101200,5653078.546451859
101201,7254490.008149002
101202,5585243.931513478
101203,5568988.876575036
101204,7476099.69928399
101205,5524325.852239071
101206,5538063.195077362
101207,4740722.926476161
101208,5466187.757674408
101209,8124266.475827855
101210,3677753.2331627663
101211,12813205.03066933
101212,6908922.454100663
101213,7997453.413623536
101214,7955530.841428
101215,5781299.512745253
101216,5939881.78783247
101217,5627636.195984589
101218,8783473.78750133
101219,3176189.9081685985
101220,6198606.249545631
101221,4611915.073705739
101222,8454360.098800557
101223,2746986.478985001
101224,5671243.410508525
101225,7238985.406165498
101226,2810288.474503998
101227,8823121.421248002
101228,9971936.062211815
101229,5621423.891380812
101230,10108978.433438003
101231,6584596.089284972
101232,5665152.235864469
101233,5133506.131763481
101234,6147555.485655411
101235,5568988.876575036
101236,12784957.355435684
101237,5734407.157977425
101238,6625815.479108002
101239,11786665.073696846
101240,8449284.917927338
101241,6441823.410155732
101242,7581858.795724967
101243,5751005.922068956
101244,4230621.797090201
101245,5928970.632829891
101246,3420409.1735059996
101247,6371525.439326343
101248,2598987.0876232316
101249,4985500.549620032
101250,3690864.7290020133
101251,4833639.990557998
101252,2470310.3789679995
101253,5650095.916006879
101254,6442750.201056003
101255,6503465.161087865
101256,7427133.96082079
101257,6431933.319018997
101258,5612224.139835187
101259,5585243.931513478
101260,6027490.85371625
