ID,price_doc
100291,4600000
100292,8650000
100293,5500000
100294,5300000
100295,5052397.304
100296,10800000
100297,6600000
100298,5450000
100299,4833333.333
100300,1000000
100301,10000000
100302,6200000
100303,6650000
100304,9733333.333
100305,7000000
100306,6450000
100307,13018534.71
100308,5580000
100309,9300000
100310,8311570.153
100311,7550000
100312,5900000
100313,5700000
100314,8700000
100315,4187250
100316,7700000
100317,4700000
100318,4150000
100319,6000000
100320,5250000
100321,10500000
100322,12300000
100323,9300000
100324,11044376
100325,6500000
100326,6800000
100327,6200000
100328,7700000
100329,6700000
100330,7300000
100331,900000
100332,4700000
100333,5973503
100334,5400000
100335,8400000
100336,6500000
100337,2000000
100338,6200000
100339,3000000
100340,6518382
100341,6800000
100342,1000000
100343,990000
100344,5125000
100345,5100000
100346,5800000
100347,8200000
100348,3527502
100349,5950000
100350,2000000
100351,5800000
100352,8850000
100353,15200000
100354,8200000
100355,10500000
100356,5690000
100357,5052439.552
100358,6850000
100359,2686181.818
100360,5600000
100361,5073100
100362,4800000
100363,8778114.286
100364,5949965.609
100365,1983333
100366,3493249.6
100367,2000000
100368,12350000
100369,6353155
100370,6319640.42
100371,5100000
100372,6300000
100373,7000000
100374,6700000
100375,2456679.099
100376,7200000
100377,6150000
100378,9400000
100379,14325052
100380,6350000
100381,4868441
100382,5020800.588
100383,1000000
100384,13402420
100385,5057545.206
100386,6800000
100387,5066767.741
100388,4866666.667
100389,5020800.588
100390,1200000
100391,4861580.641
100392,5223294.084
100393,1000000
100394,6000958.333
100395,9150000
100396,4672549.688
100397,5357502.617
100398,5496944.427
100399,13000000
100400,4534167.286
100401,3610800
100402,1000000
100403,7183333.333
100404,5293540.077
100405,6666333.333
100406,4406506.667
100407,11347900
100408,5100000
100409,1000000
100410,5350000
100411,6397950
100412,1800000
100413,4154988.182
100414,4460913.5
100415,16200000
100416,11491200
100417,6801186
100418,11347900
100419,7200000
100420,5595787.714
100421,6500000
100422,9800000
100423,5099665.103
100424,6700000
100425,7450000
100426,5427769.13
100427,4263026.571
100428,5077367
100429,6700000
100430,5073287.545
100431,13200000
100432,8800000
100433,5910606.478
100434,4861580.641
100435,11600000
100436,4283316.255
100437,6400000
100438,4634789.88
100439,4344135.842
100440,4406506.667
100441,990000
100442,5293735.029
100443,5680282.292
100444,1000000
100445,5020800.588
100446,4868441
100447,5151448.25
100448,10400000
100449,5400000
100450,5508566.571
100451,3485394.675
100452,5065632.483
100453,5293540.077
100454,4685746.49
100455,4929479.6
100456,4093764.417
100457,6500000
100458,4873034.887
100459,6050000
100460,6660716
100461,8500000
100462,11000000
100463,5836051.5
100464,5221802.132
100465,6000000
100466,6868818
100467,5256545.294
100468,6000000
100469,7900000
100470,4805616.341
100471,5151448.25
100472,5293540.077
100473,5750000
100474,2686181.818
100475,5357502.617
100476,4912496
100477,5443134.615
100478,5426539.579
100479,5510173.333
100480,6133333.333
100481,11347900
100482,3207872
100483,13000000
100484,5496944.427
100485,12500000
100486,5283525.22
100487,5359796.625
100488,12549143
100489,3846447.087
100490,3764185.574
100491,5573531.991
100492,4449548.311
100493,5057545.206
100494,10614365.67
100495,4906633.378
100496,4000000
100497,4070000
100498,3649360
100499,1000000
100500,10176063
100501,4900000
100502,4809272.567
100503,4805616.341
100504,4824579.769
100505,5361022.889
100506,9266666.667
100507,4805616.341
100508,2691750
100509,5221802.132
100510,6700000
100511,4672549.688
100512,4500000
100513,5000000
100514,6050000
100515,5427769.13
100516,4252288.45
100517,4467853.75
100518,5234113.333
100519,4522076.5
100520,4057037.143
100521,5252885.391
100522,4449548.311
100523,5057545.206
100524,11404800
100525,4506800
100526,6300000
100527,7950000
100528,10176063
100529,4861580.641
100530,5650000
100531,4873034.887
100532,4857484.459
100533,6220926.2
100534,4737224.878
100535,6400000
100536,5974794.381
100537,4271079.449
100538,12950000
100539,6310310
100540,6000000
100541,5950000
100542,3000000
100543,4035172.6
100544,5293540.077
100545,3667184.194
100546,13100000
100547,6800000
100548,5210743.75
100549,5510173.333
100550,5052439.552
100551,4154245
100552,3846447.087
100553,4420578.3
100554,5085770.333
100555,6450000
100556,5020800.588
100557,3250000
100558,11500000
100559,4100000
100560,3552848.667
100561,4450000
100562,4523008.333
100563,6897550.938
100564,7000000
100565,4725982.647
100566,5573531.991
100567,5236099.176
100568,9600000
100569,5151448.25
100570,4617247.143
100571,7641383.5
100572,4809272.567
100573,4322148.169
100574,5221802.132
100575,4748815.857
100576,6300000
100577,5367709.187
100578,5277456.87
100579,6000000
100580,5240114.017
100581,6000000
100582,6902839.1
100583,5443134.615
100584,4805616.341
100585,4295445.024
100586,6990114.667
100587,7900000
100588,5559551.3
100589,7000000
100590,3197885
100591,7265908.167
100592,5073287.545
100593,14530200
100594,5099665.103
100595,5271997.571
100596,4911027.382
100597,5312315.887
100598,7950000
100599,11985399.8
100600,4345590.955
100601,7200000
100602,4871935.283
100603,7000000
100604,4769337.143
100605,4900000
100606,10900000
100607,5002378.153
100608,5155044.125
100609,3745000
100610,6548093
100611,5850000
100612,5151448.25
100613,5250000
100614,6100000
100615,6441074.818
100616,4862718.333
100617,16400000
100618,5369380.444
100619,4170000
100620,4900000
100621,3764185.574
100622,6250000
100623,10419164.58
100624,7300000
100625,6250000
100626,16000000
100627,10186294
100628,4725982.647
100629,5796000
100630,5121338.778
100631,12406996
100632,2244000
100633,4634789.88
100634,990000
100635,1000000
100636,5357502.617
100637,11396500
100638,4873034.887
100639,3485394.675
100640,3667184.194
100641,7300000
100642,4140682
100643,4679851.714
100644,2000000
100645,11357100
100646,4307914.143
100647,5200000
100648,4000000
100649,4906633.378
100650,4723717.619
100651,2000000
100652,5020800.588
100653,5131106
100654,8550000
100655,5311391
100656,4824579.769
100657,4466780.071
100658,4725982.647
100659,5595787.714
100660,5312315.887
100661,5349818
100662,4748815.857
100663,3773894.618
100664,5234113.333
100665,5311391
100666,14000000
100667,5499432.8
100668,9400000
100669,5240114.017
100670,5347799.23
100671,5558246.5
100672,7200000
100673,11000000
100674,5121338.778
100675,5496573.066
100676,4672336.909
100677,4659950.917
100678,3563169.727
100679,4659950.917
100680,5312315.887
100681,5770000
100682,30000000
100683,5066767.741
100684,5087689.5
100685,5357502.617
100686,5507700.1
100687,5558246.5
100688,5256545.294
100689,6200000
100690,5558246.5
100691,8694032.641
100692,4474580.5
100693,6923261.217
100694,4679851.714
100695,5680282.292
100696,5491269.97
100697,5370500
100698,5311391
100699,5381021.182
100700,4810857.043
100701,5540048.804
100702,13500000
100703,6300000
100704,6300000
100705,5000000
100706,5800000
100707,7000000
100708,5500000
100709,3500000
100710,7550000
100711,4906633.378
100712,10900000
100713,7800000
100714,4820902.968
100715,5359796.625
100716,4075000
100717,4616080
100718,6450000
100719,2910000
100720,4824579.769
100721,3259584.75
100722,5361022.889
100723,3764185.574
100724,5240114.017
100725,5240114.017
100726,5755733.521
100727,4345590.955
100728,4392802.48
100729,5135122.923
100730,4906633.378
100731,6600000
100732,1000000
100733,5800000
100734,5312315.887
100735,5000000
100736,1000000
100737,6000000
100738,7950000
100739,2853888
100740,4500000
100741,4006674.114
100742,5300000
100743,4861580.641
100744,6600000
100745,12750000
100746,6000000
100747,5256545.294
100748,5395668
100749,8000000
100750,6188415.5
100751,1100000
100752,5800000
100753,4824579.769
100754,5070098.019
100755,4685746.49
100756,990000
100757,4550000
100758,1000000
100759,25410000
100760,6200000
100761,2600000
100762,3900000
100763,4769337.143
100764,8800000
100765,4287433.333
100766,5283525.22
100767,5210770
100768,2869050
100769,5910606.478
100770,3820391.699
100771,5582203.158
100772,6100000
100773,5800000
100774,4634789.88
100775,4647511.111
100776,9015265.25
100777,5250000
100778,5359796.625
100779,4600000
100780,4950000
100781,4685746.49
100782,5151448.25
100783,6600000
100784,4406506.667
100785,8500000
100786,3843307.2
100787,7700000
100788,7800000
100789,7100000
100790,20800000
100791,6000000
100792,5000000
100793,4058576
100794,6281672.2
100795,8400000
100796,4824579.769
100797,6526666.667
100798,5504291.455
100799,13018534.71
100800,6650000
100801,9200000
100802,6600000
100803,4953812.909
100804,10096509
100805,13800000
100806,14500000
100807,5738282.827
100808,9000000
100809,10166666.67
100810,11673366.67
100811,5057545.206
100812,2700000
100813,9393364
100814,4630365.308
100815,4630365.308
100816,4906633.378
100817,3500000
100818,4953812.909
100819,5508566.571
100820,2587614.667
100821,3782365.143
100822,6950000
100823,5900000
100824,3540299.157
100825,8300000
100826,5221802.132
100827,5312315.887
100828,7755152.904
100829,3800000
100830,4863468.065
100831,16533333.33
100832,3493249.6
100833,5500000
100834,5256545.294
100835,950000
100836,4006674.114
100837,17758770
100838,12500000
100839,6100000
100840,4810857.043
100841,5510173.333
100842,5500000
100843,10000000
100844,5427769.13
100845,2007333.333
100846,6939180.091
100847,10165220
100848,6100000
100849,5221802.132
100850,4953812.909
100851,6600000
100852,3658060
100853,4725982.647
100854,6500000
100855,5002378.153
100856,5155044.125
100857,3544289.667
100858,5361022.889
100859,7050000
100860,4820902.968
100861,5121338.778
100862,5500000
100863,1916667
100864,6500000
100865,5293735.029
100866,5426539.579
100867,5800000
100868,990000
100869,5500000
100870,7000000
100871,5121338.778
100872,1000000
100873,4276755.4
100874,4903972.424
100875,4067000
100876,5470000
100877,6000000
100878,5065632.483
100879,4953812.909
100880,5738282.827
100881,5221802.132
100882,5540048.804
100883,5300000
100884,4953812.909
100885,4666666.667
100886,990000
100887,6000000
100888,6450000
100889,11600000
100890,5694652
100891,4820902.968
100892,7700000
100893,5900000
100894,4800000
100895,7475000
100896,5283525.22
100897,4824579.769
100898,11706800
100899,5300000
100900,4798072
100901,4725982.647
100902,8300000
100903,9000000
100904,4672549.688
100905,6757147.5
100906,6800000
100907,1000000
100908,1500000
100909,4647511.111
100910,7750000
100911,5133333.333
100912,5791766.818
100913,4769337.143
100914,5540048.804
100915,6169655
100916,4912496
100917,9015265.25
100918,4953812.909
100919,5347799.23
100920,6982973.273
100921,8550000
100922,5256545.294
100923,4771027
100924,4710100
100925,5075318.643
100926,7655962
100927,4824579.769
100928,5800000
100929,4659950.917
100930,7641383.5
100931,4354761
100932,6488237
100933,6963386
100934,8700000
100935,5900000
100936,6525000
100937,5942760.375
100938,6310310
100939,13400000
100940,6250000
100941,8500000
100942,4953812.909
100943,4971085.891
100944,13500000
100945,4522076.5
100946,4863468.065
100947,9231597
100948,5508566.571
100949,5510173.333
100950,14800000
100951,7700000
100952,6502303.478
100953,4861580.641
100954,5850000
100955,4685746.49
100956,5347799.23
100957,4824579.769
100958,5256545.294
100959,3625000
100960,9700000
100961,4685746.49
100962,7300000
100963,5361022.889
100964,5277456.87
100965,5100000
100966,5571937.5
100967,4617247.143
100968,5073287.545
100969,5449532.151
100970,5491269.97
100971,5595787.714
100972,5738282.827
100973,5394228.242
100974,4868441
100975,5582203.158
100976,6300000
100977,5367709.187
100978,3846447.087
100979,5151448.25
100980,5496944.427
100981,6043278.667
100982,8900000
100983,5357502.617
100984,4805616.341
100985,5367709.187
100986,5394228.242
100987,4861580.641
100988,4063667.703
100989,5407027.75
100990,5699264.363
100991,4871935.283
100992,5491269.97
100993,9000000
100994,5068834.05
100995,7533333.333
100996,3425000
100997,6923261.217
100998,3661729
100999,8250000
101000,6450000
101001,4550000
101002,5532298
101003,4912496
101004,5532298
101005,4737224.878
101006,6750000
101007,4342990.833
101008,4406506.667
101009,8450000
101010,5571937.5
101011,5496573.066
101012,5075318.643
101013,6783002.889
101014,4686652
101015,5345649.25
101016,5375000
101017,10141068.89
101018,7000000
101019,4522076.5
101020,3000000
101021,7200000
101022,14533333.33
101023,8000000
101024,3666666.667
101025,5900000
101026,4857484.459
101027,6800000
101028,4101540.045
101029,5359796.625
101030,7400000
101031,7350000
101032,6600000
101033,1000000
101034,9898333.333
101035,5156125.071
101036,7641383.5
101037,5357502.617
101038,3900000
101039,15251184.6
101040,5400000
101041,4617247.143
101042,5662332.75
101043,5236099.176
101044,8663288
101045,7350000
101046,5491269.97
101047,5496944.427
101048,7250000
101049,8000000
101050,6500000
101051,4322148.169
101052,4825948.25
101053,5650000
101054,7200000
101055,7169986
101056,5701833.333
101057,6300000
101058,5750000
101059,5277456.87
101060,12195233.89
101061,4900000
101062,6150000
101063,5293540.077
101064,5800000
101065,1000000
101066,12284180.94
101067,9300000
101068,7000000
101069,6003060.313
101070,9750000
101071,9600000
101072,4800000
101073,5399537.526
101074,11740000
101075,8500000
101076,4672549.688
101077,1461911.735
101078,5052439.552
101079,2000000
101080,5496573.066
101081,5293540.077
101082,4809272.567
101083,5694652
101084,6000000
101085,8850000
101086,17000000
101087,7450000
101088,5203333.333
101089,5041810.571
101090,3785666.667
101091,8700000
101092,3900000
101093,4427624.273
101094,1100000
101095,6793658.708
101096,5362431.292
101097,6733333.333
101098,8000000
101099,4117900.262
101100,5839940.636
101101,5443134.615
101102,6800000
101103,20000000
101104,2000000
101105,5700000
101106,5347799.23
101107,5000000
101108,5573531.991
101109,6100000
101110,7950000
101111,5449532.151
101112,4717760.5
101113,5504291.455
101114,5000000
101115,5470000
101116,5508566.571
101117,13750000
101118,2000000
101119,8000000
101120,14500000
101121,5733333.333
101122,5394228.242
101123,5300000
101124,5738282.827
101125,3563085.909
101126,7247901.542
101127,5449532.151
101128,5394228.242
101129,2630000
101130,5900000
101131,13179660
101132,5900000
101133,15150000
101134,5234433.969
101135,2500000
101136,4775000
101137,13160727.5
101138,4861580.641
101139,5738282.827
101140,1000000
101141,5491269.97
101142,4474580.5
101143,6900000
101144,4800000
101145,1200000
101146,8050000
101147,13160727.5
101148,5347799.23
101149,5655536.667
101150,5496573.066
101151,6783002.889
101152,6000000
101153,4839391.333
101154,5573531.991
101155,6200000
101156,8850000
101157,12500000
101158,6021760
101159,1000000
101160,5341373.329
101161,5911146.2
101162,5496944.427
101163,5087689.5
101164,8763795.958
101165,5573531.991
101166,6768600
101167,6700000
101168,5496573.066
101169,5200000
101170,5574274.967
101171,4450000
101172,5399537.526
101173,5491269.97
101174,6519756.19
101175,5496573.066
101176,9800000
101177,4700000
101178,4093764.417
101179,4900000
101180,10310149.75
101181,4322148.169
101182,8300000
101183,9150000
101184,5500000
101185,4313703.909
101186,5496573.066
101187,5573531.991
101188,2994084.429
101189,6169655
101190,7800000
101191,7000000
101192,5234113.333
101193,5496944.427
101194,7950000
101195,5800000
101196,1400000
101197,5127100
101198,4427624.273
101199,5496944.427
101200,5449532.151
101201,7000000
101202,5234433.969
101203,5508566.571
101204,7150000
101205,5554770.667
101206,4384267.763
101207,4596578.5
101208,5394228.242
101209,7550000
101210,3363631.25
101211,12581315
101212,6300000
101213,6651900
101214,8150000
101215,5699264.363
101216,5633333.333
101217,5496573.066
101218,8490000
101219,1000000
101220,5500000
101221,4406506.667
101222,9830000
101223,1000000
101224,5339579.5
101225,7247901.542
101226,1000000
101227,9000000
101228,8498876
101229,5065632.483
101230,12400000
101231,7900000
101232,4861408.214
101233,5073287.545
101234,6519756.19
101235,5508566.571
101236,13194708
101237,5491269.97
101238,6000000
101239,12824700
101240,8900000
101241,6400000
101242,7100000
101243,6003060.313
101244,3725000
101245,5694652
101246,2000000
101247,6033333.333
101248,1100000
101249,4487325.785
101250,3563169.727
101251,4669620
101252,1000000
101253,4775196.211
101254,5500000
101255,7150000
101256,7150000
101257,5900000
101258,5277456.87
101259,5234433.969
101260,5950000
101261,5283525.22
101262,4150000
101263,5699264.363
101264,5700000
101265,3402761.615
101266,9015000
101267,4909185.436
101268,3764185.574
101269,2000000
101270,5022859.626
101271,4384267.763
101272,5277456.87
101273,3600000
101274,5830000
101275,4608360
101276,6200000
101277,7000000
101278,4350000
101279,8651470
101280,5650000
101281,5573531.991
101282,5500000
101283,5277456.87
101284,5347799.23
101285,10300000
101286,9393024.723
101287,15092000
101288,5791766.818
101289,6300000
101290,5699264.363
101291,2700000
101292,6923261.217
101293,6600000
101294,5367709.187
101295,13500000
101296,4596578.5
101297,4857484.459
101298,6690000
101299,2000000
101300,3802940
101301,5449532.151
101302,6300000
101303,6349939
101304,5750000
101305,11202254.01
101306,8851070
101307,4006409.75
101308,5367709.187
101309,5491269.97
101310,9000000
101311,10000000
101312,5540048.804
101313,5345649.25
101314,9000000
101315,10284187
101316,10100000
101317,10400000
101318,6757835.505
101319,3850000
101320,5536915.955
101321,4331005
101322,2000000
101323,4101540.045
101324,9507600
101325,7000000
101326,5500000
101327,6900000
101328,6000000
101329,6100000
101330,7500000
101331,3411622
101332,5504291.455
101333,5317131.391
101334,5900000
101335,4700000
101336,5536915.955
101337,9750000
101338,5500000
101339,10500000
101340,3563085.909
101341,5391556
101342,6000000
101343,3000000
101344,5536915.955
101345,1200000
101346,5200000
101347,6640111.4
101348,5394228.242
101349,6900000
101350,10400000
101351,3000000
101352,5155044.125
101353,3625000
101354,4000000
101355,5000000
101356,7300000
101357,2888343.5
101358,5536915.955
101359,4600000
101360,4389176.995
101361,5394228.242
101362,5367709.187
101363,1000000
101364,4450000
101365,6350000
101366,9300000
101367,5900000
101368,4093764.417
101369,5573531.991
101370,6300000
101371,4300000
101372,4657394.667
101373,4389176.995
101374,11800000
101375,1500000
101376,6100000
101377,5491269.97
101378,5394228.242
101379,5590000
101380,3233333.333
101381,1000000
101382,5192100
101383,6400000
101384,1000000
101385,2333333.333
101386,8868167.5
101387,6404902.846
101388,3876098
101389,5900000
101390,5000000
101391,7550000
101392,3585200
101393,7112962
101394,4750000
101395,6800000
101396,2000000
101397,4893534
101398,12000000
101399,5738282.827
101400,5443134.615
101401,5000000
101402,11350000
101403,5991687.857
101404,16658964
101405,5100000
101406,5573531.991
101407,8570000
101408,13833086.29
101409,4309795
101410,6600000
101411,5671190.667
101412,5839940.636
101413,5303085.714
101414,4250000
101415,5800000
101416,4116958.821
101417,7200000
101418,5880000
101419,12295500
101420,8800000
101421,4800000
101422,5541670
101423,5839940.636
101424,5277456.87
101425,4900000
101426,9500000
101427,8818656
101428,4500000
101429,2433333.333
101430,2000000
101431,5496573.066
101432,4810857.043
101433,5496573.066
101434,11900000
101435,6200000
101436,2888343.5
101437,15500000
101438,5078000
101439,5362431.292
101440,5000000
101441,4384267.763
101442,8700000
101443,5536915.955
101444,5022201.591
101445,4850000
101446,13298233.33
101447,6000000
101448,3200000
101449,7700000
101450,1250000
101451,1000000
101452,9600000
101453,9237472.936
101454,6749433
101455,6421426.5
101456,4500289
101457,7420050
101458,5901666.667
101459,5500000
101460,5020000
101461,7100000
101462,4850000
101463,8000000
101464,8000000
101465,5926919.846
101466,5573531.991
101467,6650000
101468,5738282.827
101469,5595787.714
101470,5394228.242
101471,5300000
101472,8400000
101473,6057428.833
101474,1000000
101475,6749433
101476,7265908.167
101477,12150000
101478,2626666.667
101479,2000000
101480,1000000
101481,4339104.08
101482,1000000
101483,2000000
101484,7066666.667
101485,10000000
101486,7475000
101487,4909185.436
101488,2000000
101489,7200000
101490,5022859.626
101491,4809272.567
101492,6893293.542
101493,4700000
101494,7700000
101495,1000000
101496,5550000
101497,2000000
101498,11800000
101499,5550000
101500,9000000
101501,2000000
101502,2000000
101503,5800000
101504,5900000
101505,5650000
101506,8900000
101507,6200000
101508,4600000
101509,3203200
101510,19000000
101511,2770176.148
101512,16300000
101513,999000
101514,5234433.969
101515,5394228.242
101516,990000
101517,6051377.333
101518,9507600
101519,20000000
101520,5348063
101521,6383333.333
101522,6500000
101523,6800000
101524,7600000
101525,4744953
101526,7400000
101527,5000000
101528,4322148.169
101529,6526666.667
101530,10200000
101531,7850000
101532,7700000
101533,5700000
101534,2830000
101535,5573531.991
101536,8500000
101537,9533333.333
101538,7000000
101539,5900000
101540,9000000
101541,9832846.667
101542,7988699.915
101543,5496573.066
101544,4000000
101545,1000000
101546,7600000
101547,4083132.667
101548,5750000
101549,9200000
101550,5080000
101551,4187250
101552,2100000
101553,10241077
101554,6738802.688
101555,7100000
101556,4950000
101557,4700000
101558,5660000
101559,5277456.87
101560,1000000
101561,5500000
101562,5002378.153
101563,4285406.333
101564,7575000
101565,5500000
101566,5491269.97
101567,7400000
101568,5443134.615
101569,13700000
101570,4327672.237
101571,6600000
101572,5496944.427
101573,5680000
101574,8300000
101575,5449532.151
101576,2000000
101577,6057428.833
101578,5394228.242
101579,8000000
101580,5650000
101581,4449548.311
101582,5394228.242
101583,9500000
101584,4927650
101585,5317131.391
101586,6400000
101587,11900000
101588,10662333
101589,4100000
101590,6600000
101591,6998540.339
101592,2000000
101593,3965000
101594,5350000
101595,7500000
101596,5508566.571
101597,5121338.778
101598,5491269.97
101599,13152320
101600,4800000
101601,4534167.286
101602,5200000
101603,8200000
101604,8133333.333
101605,10300000
101606,5496944.427
101607,5367709.187
101608,6700000
101609,5850000
101610,20150000
101611,8868167.5
101612,5650000
101613,7171703.556
101614,2000000
101615,18500000
101616,16000000
101617,7190400
101618,5150000
101619,5504291.455
101620,5394228.242
101621,4200000
101622,4999000
101623,6305991.5
101624,5156125.071
101625,5536915.955
101626,4419900
101627,5600000
101628,3901235
101629,6900000
101630,5234113.333
101631,5800000
101632,3000000
101633,4533333.333
101634,4384267.763
101635,5443134.615
101636,5970000
101637,5500000
101638,10333333.33
101639,4600000
101640,5394228.242
101641,2000000
101642,9000000
101643,7900000
101644,5234433.969
101645,4833333.333
101646,11000000
101647,7850000
101648,6230000
101649,5496573.066
101650,6000000
101651,3550000
101652,5900000
101653,5427769.13
101654,2500000
101655,4861580.641
101656,3525027.052
101657,5240114.017
101658,14200000
101659,2100000
101660,5416666.667
101661,5950000
101662,3900000
101663,6300000
101664,6350000
101665,4333333.333
101666,7850000
101667,2000000
101668,7189400.609
101669,10141068.89
101670,6000000
101671,6015000
101672,1000000
101673,4550000
101674,12750000
101675,8525000
101676,6500000
101677,6700000
101678,4000000
101679,5300000
101680,4268000
101681,6850000
101682,31100000
101683,5250000
101684,8000000
101685,13400000
101686,2000000
101687,9350000
101688,4900000
101689,12500000
101690,2000000
101691,6200000
101692,5303085.714
101693,6450000
101694,7100000
101695,6600000
101696,4606417.412
101697,7400000
101698,3900906.667
101699,5738282.827
101700,7550000
101701,5500000
101702,5699264.363
101703,5800000
101704,7809600
101705,6650000
101706,5400000
101707,5000000
101708,6783002.889
101709,4194705
101710,4295445.024
101711,6900000
101712,5699264.363
101713,12500000
101714,6000000
101715,12284180.94
101716,7475000
101717,5508566.571
101718,5099665.103
101719,1000000
101720,8166666.667
101721,2574409.667
101722,1500000
101723,12100000
101724,6500000
101725,6093691
101726,26688000
101727,2070000
101728,5362431.292
101729,6500000
101730,5491269.97
101731,6700000
101732,5821837.667
101733,7500000
101734,6700000
101735,5800000
101736,3990000
101737,5400000
101738,5600000
101739,10200000
101740,13048100
101741,7250000
101742,13500000
101743,5000000
101744,6400000
101745,6400000
101746,4985156
101747,3764185.574
101748,4850000
101749,5300000
101750,12748370
101751,5240114.017
101752,3000000
101753,7988699.915
101754,11700000
101755,4900000
101756,5002378.153
101757,4263026.571
101758,10900000
101759,6600000
101760,7600000
101761,13000000
101762,8050000
101763,5900000
101764,8700000
101765,5283525.22
101766,5078000
101767,2000000
101768,5052439.552
101769,5000000
101770,4909185.436
101771,11915000
101772,7200000
101773,8200000
101774,5347799.23
101775,20000000
101776,11600000
101777,4474580.5
101778,6300000
101779,5366666.667
101780,5307155.667
101781,7500000
101782,4500000
101783,3600000
101784,1000000
101785,9000000
101786,4000000
101787,10000000
101788,2000000
101789,2000000
101790,5600000
101791,6350000
101792,6732613.5
101793,9997802.005
101794,5738282.827
101795,3800000
101796,3200000
101797,5000000
101798,5300000
101799,5014484.341
101800,6200000
101801,23000000
101802,6287854
101803,4928571.429
101804,5839940.636
101805,6200000
